Transaction_ID,Amount,Transaction_Type,Location,Time_of_Day,Account_Age_Months,Is_International,Fraud
3808,1740.8563825922045,ATM,Germany,Night,213,0,0
3809,256.49588721191947,ATM,India,Morning,125,1,0
3810,268.5624630087151,Bank Transfer,UK,Evening,60,0,1
3811,3461.59622345354,ATM,Canada,Morning,25,0,0
3812,2292.3553271979695,POS,USA,Night,91,0,0
3813,1136.475522050348,Online,USA,Morning,138,1,0
3814,3071.781680094537,Bank Transfer,Germany,Morning,50,0,0
3815,1268.0263006593052,Online,USA,Afternoon,140,1,0
3816,2890.270612950391,POS,Canada,Afternoon,92,1,0
3817,1799.2476911785382,ATM,UK,Morning,32,1,0
3818,4118.643371926036,Online,UK,Morning,33,1,0
3819,4104.377323030063,POS,India,Evening,200,0,0
3820,2389.3652386213944,POS,UK,Night,234,0,0
3821,1757.341451128403,Online,Germany,Afternoon,26,1,1
3822,1815.9861838126772,Bank Transfer,Canada,Afternoon,42,0,0
3823,4029.5440557127486,Online,India,Afternoon,178,1,0
3824,1644.2565165740718,Bank Transfer,Germany,Afternoon,61,0,0
3825,1049.2515716656958,ATM,Germany,Morning,41,0,0
3826,428.0182676671576,Bank Transfer,Germany,Morning,185,0,0
3827,2336.1321388176198,ATM,USA,Evening,130,0,0
3828,2413.2498341046103,Online,Germany,Afternoon,99,0,0
3829,4205.339008462522,ATM,USA,Afternoon,98,0,0
3830,1110.0872887480896,POS,UK,Morning,198,1,0
3831,1908.0514119736577,ATM,USA,Evening,31,0,0
3832,4042.9866657739863,Bank Transfer,Germany,Morning,151,0,0
3833,4118.999935691123,Bank Transfer,Canada,Afternoon,204,0,0
3834,1926.1323245139472,Bank Transfer,Canada,Afternoon,182,1,1
3835,2298.324496316971,ATM,UK,Night,115,0,0
3836,1519.9130247921682,Bank Transfer,Germany,Night,156,0,0
3837,4663.111617704464,Bank Transfer,USA,Night,207,0,0
3838,597.6256098791937,POS,Canada,Evening,147,1,0
3839,4669.078367892343,ATM,India,Morning,204,0,0
3840,3420.9129269175396,POS,Germany,Afternoon,48,1,0
3841,2660.202902670222,Bank Transfer,Germany,Afternoon,2,1,0
3842,168.13200861855688,Bank Transfer,India,Evening,139,0,0
3843,2380.6029781509314,Bank Transfer,Canada,Afternoon,172,0,0
3844,2041.7017844886477,ATM,India,Afternoon,101,1,0
3845,810.2879658157372,Online,UK,Morning,187,1,0
3846,3283.765969485781,Bank Transfer,USA,Night,128,0,0
3847,4855.898782304587,Bank Transfer,USA,Night,59,0,0
3848,2813.133111267303,Bank Transfer,Canada,Evening,120,1,0
3849,3575.1926158375095,Bank Transfer,India,Night,38,1,0
3850,346.91001056725383,ATM,Germany,Night,153,1,0
3851,2091.2466441058887,Online,Germany,Evening,107,1,0
3852,586.2106333966569,Online,Germany,Evening,21,0,0
3853,3065.9151985048693,Online,UK,Night,42,1,0
3854,4692.718380279703,Bank Transfer,UK,Morning,164,0,0
3855,3310.5797736958343,Bank Transfer,Germany,Evening,137,1,0
3856,388.6312263305355,Online,Canada,Afternoon,140,1,0
3857,1776.5576939004889,Online,UK,Evening,10,0,0
3858,2755.5635803070536,Bank Transfer,UK,Afternoon,187,0,0
3859,2019.0227418855948,Bank Transfer,USA,Evening,238,0,0
3860,4169.0518323234855,POS,USA,Evening,133,0,0
3861,4074.281668526396,POS,Canada,Night,33,1,0
3862,3061.095945415591,POS,UK,Night,69,0,0
3863,1870.4224359378627,Online,UK,Night,80,0,1
3864,1280.4051869474044,ATM,India,Morning,191,0,0
3865,533.8422194745809,Bank Transfer,Canada,Night,101,1,0
3866,1777.7139290153375,POS,Canada,Night,229,1,0
3867,2068.796723452559,ATM,India,Evening,29,0,0
3868,3380.7355108948477,Bank Transfer,India,Evening,146,1,0
3869,3292.5083223663796,ATM,USA,Morning,221,1,0
3870,355.19015750807847,Online,Canada,Afternoon,134,0,0
3871,1979.3202805786332,Online,Canada,Evening,53,1,0
3872,912.9854417507228,Online,India,Evening,210,0,0
3873,788.2794630574444,POS,Germany,Afternoon,160,0,0
3874,4137.3742379375435,Bank Transfer,Germany,Morning,124,0,1
3875,214.36650749770638,Online,USA,Evening,42,1,0
3876,2098.818465131096,POS,Germany,Night,47,0,0
3877,845.1772605537584,POS,Germany,Morning,159,1,0
3878,4397.254427313977,POS,Germany,Afternoon,190,1,0
3879,2787.4173638088005,POS,UK,Afternoon,184,1,0
3880,1160.746278702356,Online,USA,Night,11,1,0
3881,2514.62429939605,POS,India,Night,154,0,0
3882,3658.7743667170635,Online,Germany,Night,220,0,0
3883,4790.799454552572,Online,UK,Morning,155,1,0
3884,1106.1277912058677,POS,Germany,Afternoon,83,0,0
3885,4431.477951786079,Online,UK,Night,185,1,0
3886,4671.849050266614,Bank Transfer,USA,Night,109,1,0
3887,4582.520619937671,Bank Transfer,Germany,Afternoon,27,0,0
3888,3178.89471252524,ATM,UK,Evening,187,1,0
3889,3150.954168901365,Bank Transfer,Canada,Morning,62,0,0
3890,2019.0371127531948,Online,Canada,Evening,148,1,0
3891,3763.2274221074204,Online,UK,Night,131,1,0
3892,2658.813621662905,Bank Transfer,Germany,Morning,144,1,0
3893,3388.8031657853307,POS,Germany,Evening,103,1,0
3894,2145.1472297247333,POS,USA,Afternoon,44,0,0
3895,3658.8248378954795,Online,USA,Night,93,1,0
3896,4123.235230434722,POS,India,Morning,207,1,0
3897,736.4491017310665,ATM,USA,Morning,30,0,0
3898,4165.483929293269,ATM,Germany,Morning,168,1,0
3899,2703.7811762925844,Bank Transfer,India,Morning,119,1,0
3900,4224.10621590567,Bank Transfer,USA,Night,193,1,0
3901,2159.352023173368,POS,UK,Night,29,1,0
3902,1898.30722448826,Online,Canada,Afternoon,30,1,0
3903,4575.728358923526,Bank Transfer,USA,Afternoon,104,1,0
3904,1259.5904914042644,ATM,USA,Afternoon,110,0,0
3905,4221.840564804284,Bank Transfer,UK,Evening,32,1,0
3906,2422.6827596844737,Bank Transfer,Germany,Afternoon,138,0,0
3907,2572.9067355435423,ATM,UK,Night,219,1,0
3908,1545.7990660399728,Online,USA,Evening,51,0,0
3909,2867.345792091983,Bank Transfer,Germany,Night,136,0,0
3910,1629.4299253996755,Bank Transfer,India,Evening,179,0,0
3911,201.1507241370533,Bank Transfer,USA,Afternoon,36,0,0
3912,1363.6330336950584,POS,UK,Afternoon,234,1,0
3913,36.86332181592044,Bank Transfer,India,Afternoon,55,1,0
3914,4891.882161348999,ATM,Canada,Evening,163,1,0
3915,4828.907313049639,Online,India,Night,36,0,0
3916,1978.8007108741638,Online,UK,Morning,56,0,0
3917,3643.212417426532,ATM,India,Night,36,0,0
3918,1732.3014615600728,POS,UK,Afternoon,89,0,0
3919,3357.1103196444506,ATM,USA,Evening,212,0,0
3920,4028.1230650146654,Online,Germany,Evening,189,0,0
3921,4734.047442237743,ATM,Canada,Afternoon,62,0,0
3922,2004.0603178691117,POS,Germany,Evening,109,1,0
3923,3917.573424865458,Online,Germany,Afternoon,209,0,0
3924,1333.3126109074333,POS,Germany,Night,87,1,0
3925,4951.709857449274,ATM,UK,Evening,153,1,0
3926,133.71914582793397,Bank Transfer,UK,Morning,64,0,0
3927,3019.6263884730993,ATM,Canada,Evening,188,0,0
3928,3299.232378348379,POS,UK,Afternoon,57,0,0
3929,3441.7875575852736,ATM,UK,Morning,113,0,0
3930,606.3359560514996,Bank Transfer,UK,Afternoon,223,1,0
3931,4692.956268448286,POS,UK,Evening,70,0,0
3932,910.0104788551636,ATM,USA,Morning,227,1,0
3933,3115.653249183006,POS,Canada,Morning,180,0,0
3934,1117.2670152198093,POS,UK,Evening,184,1,0
3935,1539.5460030212482,Online,Canada,Morning,191,1,0
3936,2734.560415931981,Online,India,Night,196,1,0
3937,2088.8811257300595,POS,USA,Morning,232,1,0
3938,805.3268768776489,ATM,UK,Morning,20,1,0
3939,858.8273300921372,ATM,USA,Night,233,0,0
3940,2093.633216873184,ATM,USA,Afternoon,54,0,0
3941,3787.628476486126,Bank Transfer,India,Afternoon,1,0,0
3942,4490.3334110047035,POS,Canada,Night,237,1,0
3943,425.2176729856173,POS,USA,Morning,90,0,0
3944,1968.5540182592083,Bank Transfer,Germany,Evening,226,1,0
3945,505.72659079576874,POS,India,Night,138,1,0
3946,87.87944075982642,POS,Germany,Evening,151,0,0
3947,3310.284819806563,Bank Transfer,India,Afternoon,179,1,0
3948,3014.234962623106,Online,Germany,Night,113,0,0
3949,819.2804735053566,POS,Germany,Evening,152,1,0
3950,1172.8951012998552,Bank Transfer,USA,Morning,13,0,0
3951,123.42022945436932,ATM,USA,Night,157,1,0
3952,4175.561292443546,Online,India,Evening,186,0,0
3953,4873.579527262515,ATM,Canada,Night,110,0,0
3954,681.6203862894806,POS,USA,Night,91,1,0
3955,1161.218692757664,Online,USA,Afternoon,95,1,0
3956,4342.705572114935,Bank Transfer,UK,Afternoon,43,1,0
3957,4632.686670791143,POS,USA,Morning,138,0,0
3958,2101.0387771200176,Bank Transfer,Canada,Afternoon,159,0,0
3959,257.85924898402527,Online,UK,Afternoon,231,1,0
3960,201.7622092956329,ATM,Germany,Afternoon,74,0,0
3961,2871.879581014707,POS,Germany,Evening,216,0,0
3962,1967.5110689214291,POS,UK,Night,225,1,0
3963,148.11887575038432,Bank Transfer,UK,Afternoon,14,0,0
3964,2918.345699601221,Online,UK,Evening,99,0,0
3965,61.45617026216725,Bank Transfer,India,Night,109,0,0
3966,3937.9229309556185,Online,Canada,Afternoon,162,1,0
3967,1535.631949403341,POS,Canada,Afternoon,145,0,0
3968,206.08872503111434,Online,Germany,Night,149,1,0
3969,2943.819343810851,POS,Germany,Evening,96,0,0
3970,1991.433650093108,Online,Germany,Evening,195,0,0
3971,4869.133064718962,ATM,USA,Morning,58,0,0
3972,2723.2723192059925,Online,Germany,Night,207,0,0
3973,1379.8197092798564,ATM,UK,Morning,136,0,0
3974,3548.647128846704,Online,Germany,Evening,96,1,0
3975,1361.102552700843,Online,UK,Afternoon,38,0,0
3976,4521.695240580788,Bank Transfer,India,Morning,154,0,0
3977,1876.7362426843454,Bank Transfer,USA,Evening,64,0,0
3978,2751.593471067145,POS,USA,Evening,158,0,0
3979,257.61265360202316,Bank Transfer,Canada,Afternoon,9,1,0
3980,2133.4755835713927,Online,India,Night,121,0,0
3981,4162.65588060667,Bank Transfer,UK,Evening,32,0,1
3982,4029.215782789893,Online,India,Morning,11,0,0
3983,1125.4712014733636,ATM,USA,Afternoon,214,0,0
3984,1134.2649596977606,Online,UK,Night,162,1,0
3985,4087.4400345051176,POS,India,Night,105,1,0
3986,4652.3401087457805,ATM,USA,Night,146,0,0
3987,481.32780175865275,POS,UK,Evening,147,0,0
3988,2253.042903933995,POS,UK,Night,182,0,0
3989,1690.5841234263237,POS,USA,Evening,82,0,0
3990,4354.088835009909,Bank Transfer,UK,Afternoon,37,0,1
3991,422.20694882669375,POS,USA,Afternoon,82,1,0
3992,1059.5740830773968,ATM,Germany,Night,12,1,0
3993,3763.579346244539,Online,Germany,Afternoon,4,0,0
3994,261.21277566117186,POS,UK,Morning,239,0,0
3995,2465.2142266678748,ATM,UK,Morning,43,0,0
3996,2213.3246382252014,POS,USA,Evening,155,1,0
3997,1675.3338890487996,Online,UK,Night,51,0,0
3998,1975.8887150180242,ATM,Canada,Evening,5,0,0
3999,2652.0532317165134,ATM,Germany,Afternoon,134,1,0
4000,811.0299551499737,Online,UK,Night,205,1,0
4001,2862.119412026546,ATM,UK,Evening,87,0,0
4002,4028.134484853432,Online,India,Night,106,0,0
4003,3802.0038443018443,ATM,UK,Night,56,0,0
4004,773.7300239453996,ATM,Canada,Evening,217,0,0
4005,750.5011013586621,Online,Germany,Night,110,1,0
4006,1344.530966885842,Online,India,Afternoon,68,1,0
4007,1808.5682580734808,ATM,USA,Morning,96,0,0
4008,2045.2356291353706,ATM,USA,Morning,44,1,0
4009,3400.0875980825595,Online,Germany,Night,143,0,0
4010,288.1187586683478,Bank Transfer,USA,Morning,90,1,0
4011,178.1901576092016,Online,Canada,Night,42,0,0
4012,1962.5932619048256,ATM,UK,Evening,139,0,0
4013,3487.3326422292125,ATM,Germany,Afternoon,73,1,0
4014,971.2095380676304,ATM,India,Morning,11,1,0
4015,3209.314883874977,Online,UK,Evening,194,1,0
4016,1302.841549011796,ATM,USA,Afternoon,237,1,0
4017,4431.000113523514,Bank Transfer,USA,Morning,155,1,0
4018,4478.971271611749,POS,India,Morning,58,0,0
4019,1489.9495853852259,Bank Transfer,Canada,Afternoon,218,0,0
4020,1153.8188010463864,Online,India,Evening,200,1,0
4021,2059.463340470825,ATM,Germany,Evening,128,0,0
4022,1206.4552679748429,Online,India,Morning,21,0,0
4023,3363.5572972420596,POS,USA,Afternoon,21,0,0
4024,4131.193099318686,Online,Canada,Evening,72,0,0
4025,3367.095193901529,ATM,Canada,Afternoon,129,1,0
4026,4122.6304840105,POS,India,Afternoon,102,0,1
4027,1987.9758502263333,POS,Germany,Morning,186,0,0
4028,785.80326869076,ATM,USA,Afternoon,13,0,0
4029,3691.0649822509727,ATM,UK,Afternoon,73,0,0
4030,1805.5701531820616,ATM,Canada,Night,220,1,0
4031,3357.997772019517,Online,India,Afternoon,6,0,0
4032,1356.8664901989196,Bank Transfer,Germany,Evening,239,0,0
4033,410.74202585933,Online,Germany,Morning,215,0,0
4034,4962.946068461378,Online,USA,Morning,112,1,0
4035,785.2265321133434,Bank Transfer,Canada,Afternoon,228,1,0
4036,4942.162864847588,ATM,USA,Afternoon,186,0,0
4037,4886.513263169404,ATM,UK,Evening,17,0,0
4038,3970.121429020658,Bank Transfer,UK,Night,73,1,0
4039,3298.8176955995777,Bank Transfer,UK,Morning,12,0,0
4040,2891.146216004168,Online,Germany,Night,86,1,0
4041,4331.177219162284,POS,Canada,Evening,180,0,0
4042,1450.7504104893424,Bank Transfer,USA,Morning,122,0,1
4043,2341.067656361961,Online,USA,Evening,204,1,0
4044,3098.852896985677,POS,UK,Afternoon,70,0,0
4045,2058.896426968108,ATM,Canada,Evening,108,0,0
4046,2140.2948381808887,ATM,Canada,Afternoon,201,0,0
4047,1654.7719141729117,Online,India,Night,52,1,0
4048,2823.3379243392574,Online,Canada,Morning,37,1,1
4049,4253.619767435504,Bank Transfer,Canada,Morning,117,0,0
4050,1011.6342481415327,ATM,USA,Night,3,0,0
4051,4672.49302857344,Online,Canada,Afternoon,226,0,0
4052,3446.992830472407,ATM,Canada,Morning,8,0,0
4053,4117.249697336751,ATM,USA,Evening,138,1,0
4054,2783.172509686908,Bank Transfer,Canada,Afternoon,47,1,1
4055,3898.6859236131972,POS,USA,Morning,169,1,0
4056,85.9209847106387,Bank Transfer,India,Evening,64,0,0
4057,4092.8102217737783,Online,Germany,Evening,42,0,0
4058,205.49360113140577,Bank Transfer,USA,Morning,43,1,0
4059,4450.117314932498,Bank Transfer,USA,Night,125,0,0
4060,4959.853922457023,ATM,Canada,Night,137,0,0
4061,1473.8669735730052,Bank Transfer,USA,Morning,14,1,0
4062,1055.5411886475392,Online,UK,Evening,229,0,0
4063,3827.990002470913,POS,UK,Night,91,1,0
4064,1268.8665728966648,Bank Transfer,India,Night,233,0,0
4065,4328.484103945157,Bank Transfer,USA,Night,224,0,0
4066,518.6987478265961,POS,Canada,Afternoon,132,0,0
4067,634.1462059148945,Online,Canada,Night,2,0,0
4068,4895.862017727575,Online,Germany,Morning,115,0,0
4069,3370.825296858673,Bank Transfer,India,Morning,225,1,0
4070,4235.2016860226195,ATM,Canada,Afternoon,213,1,0
4071,1625.0252398708324,Bank Transfer,Germany,Afternoon,1,0,0
4072,3384.036328855419,POS,Canada,Morning,236,0,0
4073,2973.237927406443,POS,Germany,Afternoon,75,1,0
4074,3017.73485001412,POS,UK,Night,65,1,0
4075,3414.249635390919,Bank Transfer,UK,Evening,174,0,0
4076,2878.919069779847,Bank Transfer,Canada,Evening,187,1,1
4077,2148.1665346668165,Online,India,Evening,203,1,0
4078,1383.2338584308316,ATM,USA,Morning,125,1,0
4079,3844.063747911444,Bank Transfer,India,Afternoon,135,0,0
4080,1135.230787865915,Online,India,Evening,66,1,0
4081,3463.3097592412987,Bank Transfer,USA,Night,143,1,0
4082,1170.4974491333867,Online,UK,Night,72,1,1
4083,3128.5241989224974,Online,UK,Night,116,1,0
4084,3736.6559443094993,ATM,USA,Afternoon,121,0,0
4085,1097.4758750881633,Bank Transfer,Germany,Evening,47,1,0
4086,304.41678780223486,Online,India,Night,90,1,0
4087,659.2138462558995,POS,Canada,Afternoon,40,1,0
4088,3031.954851518772,POS,UK,Night,42,0,1
4089,4247.984799097549,POS,Canada,Evening,179,0,0
4090,229.7591220709447,ATM,USA,Evening,35,0,0
4091,3672.085538913023,Online,Canada,Evening,238,1,0
4092,1709.8866365205104,ATM,Canada,Evening,233,1,0
4093,2395.249207748015,Bank Transfer,India,Evening,41,1,0
4094,4644.6534514786,Bank Transfer,USA,Night,85,0,0
4095,1663.1976661555482,Online,Canada,Evening,124,1,0
4096,2329.357985027733,POS,UK,Night,57,1,0
4097,73.34366172960212,Online,USA,Evening,38,0,0
4098,412.5856064241676,Online,UK,Night,200,1,0
4099,1296.6649977182462,Online,Germany,Evening,235,1,0
4100,144.12194290126664,ATM,Canada,Night,96,0,0
4101,3158.7197536110134,Bank Transfer,USA,Evening,136,0,0
4102,2134.8597922241047,Online,UK,Afternoon,236,0,0
4103,2742.98528762647,Online,Canada,Night,202,0,0
4104,877.3626935521661,Online,India,Afternoon,63,0,0
4105,1483.1804870358976,ATM,UK,Night,87,1,0
4106,3320.803251889362,ATM,UK,Night,132,0,0
4107,4826.687104533847,ATM,Germany,Night,176,1,0
4108,256.83178414303495,Online,India,Morning,52,1,0
4109,4452.469682672054,POS,Germany,Evening,38,0,0
4110,2886.5216005494863,POS,India,Afternoon,222,0,0
4111,2821.7782359443404,POS,UK,Afternoon,233,1,0
4112,2503.891283362763,Bank Transfer,Germany,Night,87,1,0
4113,351.623459091396,Online,Canada,Afternoon,5,1,0
4114,453.93487442212256,POS,India,Afternoon,213,0,0
4115,3006.555468267135,POS,UK,Afternoon,120,1,0
4116,1708.0880643206137,POS,USA,Afternoon,70,0,0
4117,4586.753992555515,Online,India,Morning,113,1,0
4118,2035.919734110564,POS,India,Night,209,1,0
4119,720.6908862196922,POS,Canada,Afternoon,217,1,0
4120,3575.02057334267,Online,India,Morning,24,0,0
4121,1470.3003400978441,Bank Transfer,India,Morning,86,0,0
4122,2629.7241852426864,ATM,Canada,Night,205,1,0
4123,3490.6747635983243,POS,Canada,Evening,145,1,0
4124,4501.819235454342,ATM,Germany,Evening,206,1,0
4125,3961.995018034372,Bank Transfer,UK,Evening,226,0,0
4126,3383.4235340242567,Bank Transfer,UK,Afternoon,218,0,0
4127,3399.7677460637424,POS,Germany,Night,211,0,0
4128,4729.893596940272,Online,UK,Evening,26,0,0
4129,1482.6413669951976,Bank Transfer,India,Afternoon,3,0,0
4130,10.554910509956102,ATM,Germany,Night,2,1,0
4131,1363.4130241940024,ATM,Germany,Afternoon,92,1,0
4132,1093.3674412355863,ATM,UK,Evening,2,1,0
4133,3310.863752644421,ATM,USA,Evening,150,0,0
4134,3170.3894408288174,Bank Transfer,UK,Morning,71,1,0
4135,2969.3396066100954,POS,USA,Morning,4,0,0
4136,86.13599883122123,POS,Germany,Night,38,0,0
4137,3645.246381980984,ATM,USA,Afternoon,103,1,0
4138,1621.0344103650302,POS,India,Afternoon,212,1,0
4139,3326.9546650881225,ATM,Canada,Evening,70,0,0
4140,2785.1092503682557,ATM,USA,Evening,201,0,0
4141,1716.9409725123962,Online,Canada,Night,52,1,0
4142,677.2084541850182,Bank Transfer,India,Morning,31,0,0
4143,476.62239381410234,Bank Transfer,Canada,Evening,154,0,0
4144,4158.434073895557,ATM,India,Afternoon,36,0,0
4145,4592.395722697383,Bank Transfer,Canada,Evening,154,1,0
4146,3250.6912935876762,POS,Canada,Morning,156,0,0
4147,521.6534037281144,ATM,UK,Afternoon,133,0,0
4148,2013.1259483567624,Online,USA,Morning,115,0,0
4149,3646.0513045252605,POS,Canada,Night,74,0,0
4150,3900.20531563029,Online,Germany,Night,18,0,0
4151,595.5020183439875,Online,UK,Morning,15,0,0
4152,5.153440632685167,Bank Transfer,USA,Afternoon,185,0,0
4153,3562.124544173622,Bank Transfer,UK,Morning,97,1,0
4154,1786.1978990510972,ATM,USA,Evening,5,1,0
4155,1276.13425143321,Bank Transfer,India,Evening,37,1,0
4156,69.42286159867957,Online,Canada,Morning,104,0,1
4157,2703.795536773691,Online,Germany,Evening,86,1,0
4158,4256.497923452779,POS,UK,Morning,214,1,0
4159,4788.370073131577,Online,UK,Evening,150,0,0
4160,2830.8960283133797,ATM,UK,Morning,180,1,0
4161,2574.7343320607715,ATM,UK,Evening,15,0,0
4162,429.8566455187593,Bank Transfer,Canada,Afternoon,17,0,0
4163,2746.619643705286,Bank Transfer,USA,Afternoon,51,0,0
4164,1902.995499432146,Bank Transfer,Canada,Evening,45,1,0
4165,3037.6407280134667,ATM,India,Morning,191,0,0
4166,1946.6881076433508,Online,Canada,Evening,122,1,0
4167,1205.2941216345819,Bank Transfer,Canada,Night,156,0,0
4168,479.35154976574063,POS,India,Night,187,0,0
4169,1578.0176307215343,Bank Transfer,Canada,Morning,214,1,0
4170,487.7409472673226,ATM,USA,Evening,149,0,0
4171,888.6002693657997,Bank Transfer,Germany,Evening,170,1,0
4172,4936.744112104832,Online,India,Afternoon,209,0,0
4173,2223.29726674856,Bank Transfer,UK,Morning,197,0,0
4174,2661.6994736925576,ATM,USA,Night,82,0,0
4175,4368.724551042391,ATM,Germany,Night,145,0,0
4176,4977.866657950985,POS,USA,Morning,196,0,0
4177,2915.658674476684,ATM,USA,Night,135,0,0
4178,4063.3067361156372,POS,UK,Morning,89,0,0
4179,1638.070416561693,Online,Germany,Night,101,0,0
4180,1532.191067449219,ATM,USA,Night,40,1,0
4181,2016.5050863678282,Bank Transfer,UK,Morning,168,1,0
4182,3364.1737770548775,Online,India,Morning,43,1,0
4183,3412.5474878292184,Bank Transfer,UK,Night,73,0,1
4184,1579.6209760740069,Bank Transfer,Canada,Night,211,1,0
4185,670.3835710624603,Bank Transfer,UK,Afternoon,179,1,0
4186,3163.819301045215,Online,UK,Evening,201,0,0
4187,645.9876816328788,Online,UK,Morning,23,1,0
4188,2894.5700786055036,ATM,USA,Morning,95,0,0
4189,3468.6435296412633,Bank Transfer,Germany,Evening,160,1,1
4190,3504.554424490286,POS,UK,Afternoon,159,1,0
4191,3768.593192744686,ATM,UK,Night,17,1,0
4192,4364.932810720495,Online,Canada,Night,112,1,0
4193,2502.2951648641183,POS,Canada,Afternoon,103,1,1
4194,3652.594701700208,Online,India,Afternoon,58,0,0
4195,3097.7678131523544,POS,India,Evening,86,1,0
4196,937.2664992894244,ATM,Canada,Evening,35,0,0
4197,133.3197761226938,POS,Germany,Night,30,1,1
4198,1426.284221456284,ATM,India,Afternoon,192,0,0
4199,2217.953363156409,Online,Germany,Afternoon,181,1,0
4200,3087.4441924211383,POS,Canada,Night,179,1,0
4201,4250.546855863511,Bank Transfer,India,Night,104,1,0
4202,985.2473549472974,Bank Transfer,UK,Night,165,1,0
4203,632.1212005428931,Online,Canada,Night,218,1,0
4204,4817.582337634266,POS,India,Night,122,0,0
4205,544.6825740851535,Bank Transfer,Germany,Evening,134,1,0
4206,2395.06289518541,ATM,Germany,Night,34,1,0
4207,2929.8908253225427,POS,India,Afternoon,56,0,0
4208,2709.165232432654,POS,Germany,Morning,224,1,0
4209,434.7306243795513,Bank Transfer,India,Evening,25,1,0
4210,289.84943544807874,ATM,India,Afternoon,115,1,0
4211,531.8897201678732,ATM,Germany,Morning,13,1,0
4212,2930.0104809436993,ATM,USA,Evening,63,1,0
4213,2724.0027137334337,POS,UK,Night,230,0,0
4214,1172.5352562235375,Online,Canada,Evening,102,1,0
4215,3190.68183851873,POS,UK,Night,194,0,0
4216,4101.237172767968,POS,Canada,Night,122,1,0
4217,212.68690443373586,Bank Transfer,Canada,Night,120,1,1
4218,2493.1590680224717,Online,UK,Morning,133,0,0
4219,3448.105508452938,ATM,India,Evening,203,1,0
4220,1265.298075713087,Bank Transfer,Germany,Night,11,1,0
4221,1542.3156719392798,POS,USA,Afternoon,216,0,0
4222,3070.1213254319723,Online,USA,Evening,206,1,0
4223,4490.186790751466,ATM,USA,Afternoon,109,1,0
4224,4050.5724794129824,ATM,UK,Morning,222,0,0
4225,2917.7354444024195,POS,UK,Morning,104,0,1
4226,3652.45748019746,ATM,India,Evening,111,1,0
4227,1827.2882386879544,ATM,USA,Morning,172,1,0
4228,3206.622812853295,Online,India,Morning,227,1,0
4229,2333.577047682147,Bank Transfer,USA,Evening,213,0,0
4230,953.7310016055168,Online,UK,Afternoon,69,0,0
4231,3510.1826780168994,Bank Transfer,Germany,Night,102,1,0
4232,2784.540863557366,Bank Transfer,Germany,Evening,2,1,0
4233,1796.314801858189,Bank Transfer,Germany,Evening,168,1,0
4234,4557.139254442761,ATM,Germany,Night,37,0,0
4235,109.56591854453266,Online,Canada,Afternoon,118,0,0
4236,1582.2868904912325,ATM,USA,Night,49,0,0
4237,289.12258189934454,POS,Germany,Night,226,1,0
4238,3833.803944527028,Online,Canada,Afternoon,75,1,1
4239,3512.026733298394,Bank Transfer,Canada,Afternoon,164,1,0
4240,1660.1043325879036,ATM,Canada,Night,75,0,0
4241,3379.9361965243297,ATM,India,Night,201,1,0
4242,1982.7064448487695,Online,India,Evening,198,0,0
4243,3782.4876881550595,Online,Canada,Afternoon,34,1,0
4244,2273.647395369847,Bank Transfer,Germany,Morning,58,0,0
4245,2064.3372405191694,Bank Transfer,USA,Afternoon,111,1,0
4246,4673.975927864063,POS,UK,Night,165,1,0
4247,1258.1411039540476,Bank Transfer,India,Night,96,0,0
4248,606.6344632828443,ATM,Germany,Night,60,1,0
4249,2924.7928507309935,POS,Germany,Night,140,0,0
4250,4846.762452359474,POS,UK,Morning,237,1,0
4251,1892.3068725672974,POS,UK,Afternoon,32,1,0
4252,314.8736343257637,Online,Germany,Morning,209,1,0
4253,1699.8298102112894,Bank Transfer,UK,Morning,132,0,0
4254,2532.128613326194,POS,Germany,Night,106,1,0
4255,813.8054181279075,Online,UK,Morning,33,0,0
4256,3292.220579192178,Online,UK,Night,43,1,0
4257,4988.758198105952,POS,Germany,Night,112,1,0
4258,2261.438682527312,POS,Canada,Night,107,0,0
4259,1776.8691408674122,ATM,Germany,Morning,9,1,0
4260,2006.5173133381609,POS,USA,Night,226,1,0
4261,580.1551610840297,ATM,UK,Morning,231,0,0
4262,4416.951639123988,POS,India,Afternoon,179,0,0
4263,2077.054149329153,POS,UK,Night,222,1,0
4264,1939.4356850670824,Bank Transfer,USA,Evening,114,0,0
4265,3300.1529132877195,POS,India,Evening,125,0,0
4266,2212.956937550962,POS,India,Evening,20,1,0
4267,3242.926176695191,ATM,Germany,Evening,167,0,0
4268,311.9242192032836,ATM,Canada,Evening,151,0,0
4269,4069.548101892526,Bank Transfer,Germany,Morning,41,1,0
4270,4702.817244632616,POS,India,Afternoon,44,0,0
4271,3245.5831038661327,POS,India,Morning,125,0,0
4272,4773.05681464976,ATM,Canada,Night,35,1,0
4273,761.4044102779667,Online,UK,Afternoon,151,1,0
4274,2389.693866454367,Online,Canada,Afternoon,58,0,0
4275,3011.0246360575093,Online,Germany,Afternoon,48,1,0
4276,2910.7745538688278,ATM,UK,Afternoon,231,0,0
4277,2010.301586549771,ATM,Germany,Evening,215,0,0
4278,1693.7316247844756,Online,Canada,Night,58,0,0
4279,638.4859926393419,Online,UK,Afternoon,101,0,0
4280,1961.7535405585795,POS,Canada,Afternoon,57,1,0
4281,817.4907714518982,ATM,USA,Evening,215,1,0
4282,3673.156554078631,ATM,India,Morning,167,0,1
